Race,Age,Is English your native language?,Gender,What hand do you use to write with?,How the participant came to the test - based on HTTP Referer,Participant's technical location - ISO country code,Individual Extraversion Score,Individual Neuroticism Score,Individual Agreeableness Score,Individual Conscientiousness Score,Individual Openness Score
Caucasian (European),21,Yes,Female,Right,Other source,United States,3.6,2.8,4.9,3.8,3.7
Caucasian (European),21,Yes,Female,Right,Other source,United States,4.1,3,4.7,2.9,4.1
Caucasian (European),21,Yes,Female,Right,Other source,United States,3.1,3.9,4.4,3.4,3.2
Caucasian (European),21,Yes,Female,Right,Other source,United States,2.1,3,3.4,3.4,3.7
Caucasian (European),21,Yes,Female,Right,Other source,United States,2.2,3.1,4.2,3.6,3.2
Caucasian (European),21,Yes,Female,Right,Other source,United States,3.8,3.3,4.7,1.7,3.1
Caucasian (European),21,Yes,Female,Right,Other source,United States,3.4,3.6,4,4.1,3.3
Caucasian (European),21,Yes,Female,Right,Other source,United States,2,4.7,3.6,2.8,4
Caucasian (European),21,Yes,Female,Right,Other source,United States,3.1,3.7,4.3,4.8,4.3
Caucasian (European),21,Yes,Female,Right,Other source,United States,1.3,4.6,3,3.1,3.7
Caucasian (European),21,Yes,Female,Right,Other source,United States,4.3,2.7,4.8,3.5,4
Caucasian (European),21,Yes,Female,Right,Other source,United States,3,2.5,3.5,3.7,4.1
Caucasian (European),21,Yes,Female,Right,Other source,United States,2.9,2.3,4.8,3.3,4.1
Caucasian (European),21,Yes,Female,Right,Other source,United States,2.6,4.5,3.6,3.2,4
Caucasian (European),21,Yes,Female,Right,Other source,United States,4.2,3,4.2,3.8,5
Caucasian (European),21,Yes,Female,Right,Other source,United States,4.8,3.4,4.5,2.5,4.1
Caucasian (European),21,Yes,Female,Right,Other source,United States,3.5,3.5,4.1,3.6,3.7
Caucasian (European),21,Yes,Female,Right,Other source,United States,3.2,4.9,4.4,4.6,3.3
Caucasian (European),21,Yes,Female,Right,Other source,United States,4.4,2.9,4.1,3.9,3.3
Caucasian (European),21,Yes,Female,Right,Other source,United States,4.5,3.3,4.7,3,4.7
Caucasian (European),21,Yes,Female,Right,Other source,United States,2.1,4.4,4.9,4.6,3.4
Caucasian (European),21,Yes,Female,Right,Other source,United States,2.2,4.2,4.5,4.1,4.3
Caucasian (European),21,Yes,Female,Right,Other source,United States,2.3,4.6,4.8,4.8,3.6
Caucasian (European),21,Yes,Female,Right,Other source,United States,4.3,3,4.4,3.5,4.2
Caucasian (European),21,Yes,Female,Right,Other source,United States,3.2,2.4,4.4,4.5,3.3
Caucasian (European),21,Yes,Female,Right,Other source,United States,4.6,2.4,4.9,3.6,4
Caucasian (European),21,Yes,Female,Right,Other source,United States,2.8,2.3,3.9,3.1,4.3
Caucasian (European),21,Yes,Female,Right,Other source,United States,4.5,3.1,4,4,4.5
Caucasian (European),21,Yes,Female,Right,Other source,United States,4.1,2.7,4.4,4,3.5
Caucasian (European),21,Yes,Female,Right,Other source,United States,1.1,4.2,2.4,4.4,3.3
Caucasian (European),21,Yes,Female,Right,Other source,United States,3.9,1.4,4.6,4.2,4.8
Caucasian (European),21,Yes,Female,Right,Other source,United States,3.2,3.5,3.9,3.9,3
Caucasian (European),21,Yes,Female,Right,Other source,United States,3.3,3.2,3.6,3.9,3.1
Caucasian (European),21,Yes,Female,Right,Other source,United States,2.4,3.6,3.9,2.9,4.2
Caucasian (European),21,Yes,Female,Right,Other source,United States,3.7,3.7,3.6,4.2,3
Caucasian (European),21,Yes,Female,Right,Other source,United States,3.4,2.1,4.2,3.3,3.8
Caucasian (European),21,Yes,Female,Right,Other source,United States,4.6,3.8,4.8,3.7,4.2
Caucasian (European),21,Yes,Female,Right,Other source,United States,2.7,2.5,4.4,4,3.8
Caucasian (European),21,Yes,Female,Right,Other source,United States,3.3,2.7,3.9,4,3.5
Caucasian (European),21,Yes,Female,Right,Other source,United States,3,3.1,4.3,3.6,4.1
Caucasian (European),21,Yes,Female,Right,Other source,United States,2.3,3.8,4.5,4.7,3.7
Caucasian (European),21,Yes,Female,Right,Other source,United States,2.4,3.2,3.7,3.8,4.5
Caucasian (European),21,Yes,Female,Right,Other source,United States,3.3,2.1,4.5,3.6,3.4
Caucasian (European),21,No,Male,Both,Other source,Turkey,3.5,2.9,2.7,3.4,4
Caucasian (European),21,Yes,Male,Both,Other source,Netherlands,1.7,4.4,3.5,3.1,5
Caucasian (European),21,Yes,Male,Left,Other source,United States,1.6,4.2,4.4,4,4.4
Caucasian (European),21,Yes,Male,Left,Other source,United States,4,2.9,4.4,4.4,4.1
Caucasian (European),21,No,Male,Right,Other source,Belgium,1.1,2.7,2.9,4.5,3.3
Caucasian (European),21,No,Male,Right,Other source,Brazil,1.1,2.1,2.4,4.1,4.4
Caucasian (European),21,No,Male,Right,Other source,Spain,2,1.1,3.3,2.2,4.6
Caucasian (European),21,No,Male,Right,Other source,Lithuania,3.4,1.9,3.2,3,4.4
Caucasian (European),21,No,Male,Right,Other source,Netherlands,2.7,2,2.2,2.6,4.3
Caucasian (European),21,No,Male,Right,Other source,Portugal,4.1,3.4,3.5,3.8,3.5
Caucasian (European),21,No,Male,Right,Other source,Turkey,4.4,2.7,3.4,2.4,4.2
Caucasian (European),21,Yes,Male,Right,Other source,Australia,1.2,2.4,2.4,4.2,3.6
Caucasian (European),21,Yes,Male,Right,Other source,Canada,4.3,2.5,4.8,4.4,4
Caucasian (European),21,Yes,Male,Right,Other source,Puerto Rico,3,1.5,4,3.7,4.5
Caucasian (European),21,Yes,Male,Right,Other source,United States,2.8,1.9,1.7,4.2,4.7
Caucasian (European),21,Yes,Male,Right,Other source,United States,3.3,2.2,4.9,3.4,3.7
Caucasian (European),21,Yes,Male,Right,Other source,United States,1.7,3.2,4.4,2.9,4.3
Caucasian (European),21,Yes,Male,Right,Other source,United States,3.4,2,3.9,4.2,3.4
Caucasian (European),21,Yes,Male,Right,Other source,United States,2.5,3.2,4,3,4.4
Caucasian (European),21,Yes,Male,Right,Other source,United States,3.8,3.8,4.3,4.2,3.9
Caucasian (European),21,Yes,Male,Right,Other source,United States,4.5,2.4,3.3,2.6,3.7
Caucasian (European),21,Yes,Male,Right,Other source,United States,4.1,4.7,1.7,2.5,3.4
Caucasian (European),21,Yes,Male,Right,Other source,United States,4.5,2.6,3.5,2.7,3.8
Caucasian (European),21,Yes,Male,Right,Other source,United States,4.4,2.5,3.5,2.6,3.7
Caucasian (European),21,Yes,Male,Right,Other source,United States,3.2,2.8,4.1,2.9,4.6
Caucasian (European),21,Yes,Male,Right,Other source,United States,2.9,2.4,2.6,3.9,4.8
Caucasian (European),21,Yes,Male,Right,Other source,United States,2.8,2.8,3.2,3.5,3.9
Caucasian (European),21,Yes,Male,Right,Other source,United States,3.5,3.5,4.5,3,4
Caucasian (European),21,Yes,Male,Right,Other source,United States,4,3.3,3.9,3.2,3.7
Caucasian (European),21,Yes,Male,Right,Other source,United States,2.9,2.9,4,3,3.2
Caucasian (European),21,Yes,Male,Right,Other source,United States,2.4,3.3,2.6,3.6,4.5
Caucasian (European),21,Yes,Male,Right,Other source,United States,2.5,3.3,2.2,3.8,4.6
Caucasian (European),21,Yes,Male,Right,Other source,United States,3.9,2.8,3.8,2.7,4.5
Caucasian (European),21,Yes,Male,Right,Other source,United States,2.9,2.7,4.1,4,3.4
Caucasian (European),21,Yes,Male,Right,Other source,United States,3.3,2.3,4.2,4,3.6
Caucasian (European),21,Yes,Female,Right,"From any url with "".edu"" in its domain name",United States,4.2,2.9,4.3,3.4,4.1
Caucasian (European),21,Yes,Male,Left,"From any url with "".edu"" in its domain name",United States,1.8,2.6,3.8,3.9,3.2
Caucasian (European),21,Yes,Male,Right,"From any url with "".edu"" in its domain name",United States,3.2,2.9,4.4,3.1,3.8
Caucasian (European),21,No,Female,Right,From Facebook,Denmark,3.7,1.2,4.9,4.5,4.2
Caucasian (European),21,No,Female,Right,From Facebook,Denmark,3.5,4.1,4.4,3.8,3.8
Caucasian (European),21,No,Female,Right,From Facebook,Denmark,2.9,3.6,4,4.1,3.2
Caucasian (European),21,No,Female,Right,From Facebook,Portugal,3.7,4.2,3.1,2.9,3.1
Caucasian (European),21,Yes,Female,Right,From Facebook,United States,2.4,4.7,4.3,2.5,4.7
Caucasian (European),21,Yes,Female,Right,From Facebook,United States,2.6,4.5,4.1,3,4.7
Caucasian (European),21,Yes,Female,Right,From Facebook,United States,3.3,3,4.1,4.1,3.6
Caucasian (European),21,Yes,Female,Right,From Facebook,United States,2,3,4.2,3.4,3.7
Caucasian (European),21,Yes,Female,Right,From Facebook,United States,4.4,2.9,4.3,3.2,4.8
Caucasian (European),21,No,Male,Left,From Facebook,Poland,2,2.1,2.3,3.5,3.8
Caucasian (European),21,No,Male,Right,From Facebook,Denmark,3.6,3.2,4.1,1.9,4
Caucasian (European),21,No,Male,Right,From Facebook,Denmark,2.9,2,3.2,3.4,3.8
Caucasian (European),21,No,Male,Right,From Facebook,Italy,3.2,2.1,2.9,3.3,4.4
Caucasian (European),21,No,Female,Left,From Google,Portugal,3.2,3.5,4.1,2.8,3.5
Caucasian (European),21,Yes,Female,Left,From Google,Canada,3,3.4,3.3,2.3,4.7
Caucasian (European),21,Yes,Female,Left,From Google,United Kingdom,4.1,2.1,4.7,3,3.4
Caucasian (European),21,Yes,Female,Left,From Google,United States,4.9,2.5,3.8,3.1,4
Caucasian (European),21,Yes,Female,Left,From Google,United States,1.9,2.4,4.3,4.5,4.7
Caucasian (European),21,Yes,Female,Left,From Google,United States,3.3,3.9,4.2,4.2,3.6
Caucasian (European),21,Yes,Female,Left,From Google,United States,3.1,3,3.7,3.6,4
Caucasian (European),21,Yes,Female,Left,From Google,United States,1.9,4.2,4.1,2.7,4
Caucasian (European),21,Yes,Female,Left,From Google,United States,2,2.5,3.9,3.8,3.9
Caucasian (European),21,Yes,Female,Left,From Google,United States,4.9,3.3,5,1.9,4.9
Caucasian (European),21,No,Female,Right,From Google,Germany,2.8,3,3,2.8,4.9
Caucasian (European),21,No,Female,Right,From Google,Denmark,4.1,2,4.2,3.6,4.3
Caucasian (European),21,No,Female,Right,From Google,United Kingdom,1.9,3.7,4.5,3.7,4.3
Caucasian (European),21,No,Female,Right,From Google,Norway,3.3,2.4,3.4,2.9,3.1
Caucasian (European),21,No,Female,Right,From Google,Poland,1.8,4,2.9,3.7,3.5
Caucasian (European),21,No,Female,Right,From Google,Romania,3.4,2.7,4.3,4.3,4.1
Caucasian (European),21,No,Female,Right,From Google,Serbia,2.2,2,2.9,3.2,4.8
Caucasian (European),21,No,Female,Right,From Google,United States,2.5,2.8,4.8,4.5,4.7
Caucasian (European),21,No,Female,Right,From Google,United States,1.9,3.8,3.6,2.5,4.1
Caucasian (European),21,Yes,Female,Right,From Google,Australia,2.5,3.3,3.3,2.6,3.4
Caucasian (European),21,Yes,Female,Right,From Google,Australia,2.1,3.7,4.1,4.6,4
Caucasian (European),21,Yes,Female,Right,From Google,Australia,3,3.4,4.3,2.6,3.9
Caucasian (European),21,Yes,Female,Right,From Google,Australia,2.4,3.8,5,3.9,4.9
Caucasian (European),21,Yes,Female,Right,From Google,Canada,3.6,2.7,4.4,4.1,4.2
Caucasian (European),21,Yes,Female,Right,From Google,Canada,1,3.5,3.8,4,4.6
Caucasian (European),21,Yes,Female,Right,From Google,United Kingdom,3.4,3.1,3.9,2.3,4.3
Caucasian (European),21,Yes,Female,Right,From Google,United Kingdom,3.8,4.8,4.5,2.9,3.3
Caucasian (European),21,Yes,Female,Right,From Google,United Kingdom,3.5,4.2,4.8,2.7,4
Caucasian (European),21,Yes,Female,Right,From Google,United Kingdom,3.7,2.3,4.4,3.2,4.3
Caucasian (European),21,Yes,Female,Right,From Google,United Kingdom,4.5,3.2,4.4,3.5,4.3
Caucasian (European),21,Yes,Female,Right,From Google,United Kingdom,3.8,2.4,4.3,2.4,3.7
Caucasian (European),21,Yes,Female,Right,From Google,United Kingdom,2.4,4,4.6,2.6,4.1
Caucasian (European),21,Yes,Female,Right,From Google,Ireland,3.6,1.8,4.4,3.2,4.2
Caucasian (European),21,Yes,Female,Right,From Google,Ireland,4.2,3.9,4.4,3.6,4
Caucasian (European),21,Yes,Female,Right,From Google,United States,2.9,2.8,4.8,3.8,2.8
Caucasian (European),21,Yes,Female,Right,From Google,United States,3.3,3.2,4.8,4.2,4.3
Caucasian (European),21,Yes,Female,Right,From Google,United States,3.8,2.3,3.6,3.5,4.5
Caucasian (European),21,Yes,Female,Right,From Google,United States,3,3.4,3.7,4.3,5
Caucasian (European),21,Yes,Female,Right,From Google,United States,1.5,3.8,4,2.4,4.1
Caucasian (European),21,Yes,Female,Right,From Google,United States,2.4,4.5,4.6,3.6,3.9
Caucasian (European),21,Yes,Female,Right,From Google,United States,4.1,2.5,4.5,4.1,3.4
Caucasian (European),21,Yes,Female,Right,From Google,United States,4.1,3.2,4.8,3.3,4.1
Caucasian (European),21,Yes,Female,Right,From Google,United States,4.7,2.2,4.6,2.8,4.4
Caucasian (European),21,Yes,Female,Right,From Google,United States,2.3,3.4,3.9,3,3.6
Caucasian (European),21,Yes,Female,Right,From Google,United States,4.3,2.7,4.6,3.5,3.9
Caucasian (European),21,Yes,Female,Right,From Google,United States,3.6,4.4,4.8,3.1,3.4
Caucasian (European),21,Yes,Female,Right,From Google,United States,3.9,3.5,4.3,3.6,4.6
Caucasian (European),21,Yes,Female,Right,From Google,United States,3.7,3.2,3.8,1.9,4.1
Caucasian (European),21,Yes,Female,Right,From Google,United States,1.6,2.7,4.8,2.8,2.8
Caucasian (European),21,Yes,Female,Right,From Google,United States,1.9,1.6,2.7,3.5,4.1
Caucasian (European),21,Yes,Female,Right,From Google,United States,1.5,2.3,1.7,3.6,4.4
Caucasian (European),21,Yes,Female,Right,From Google,United States,3.4,3.6,4.6,2.3,4.4
Caucasian (European),21,Yes,Female,Right,From Google,United States,1.2,3.9,3.2,4,3.6
Caucasian (European),21,Yes,Female,Right,From Google,United States,3.8,3.6,3.8,3.5,3.5
Caucasian (European),21,Yes,Female,Right,From Google,United States,3.2,1.8,4.6,3.5,4.1
Caucasian (European),21,Yes,Female,Right,From Google,United States,3.1,3,4.1,3.5,4.5
Caucasian (European),21,Yes,Female,Right,From Google,United States,3.8,3.1,4.1,3.3,4.8
Caucasian (European),21,Yes,Female,Right,From Google,United States,1.6,2,3.8,2.1,3.9
Caucasian (European),21,Yes,Female,Right,From Google,United States,5,2,4.4,2.8,4.9
Caucasian (European),21,Yes,Female,Right,From Google,United States,3.5,3.5,4.3,3.4,4
Caucasian (European),21,Yes,Female,Right,From Google,United States,2.8,2.2,3.5,3.2,3
Caucasian (European),21,Yes,Female,Right,From Google,United States,2.4,3,4.1,2.9,3.8
Caucasian (European),21,Yes,Female,Right,From Google,United States,4.3,4.2,4.9,4.9,4.1
Caucasian (European),21,Yes,Female,Right,From Google,United States,4.2,4,4.1,4.1,4.1
Caucasian (European),21,Yes,Female,Right,From Google,United States,4,2.5,4.2,3.1,4.1
Caucasian (European),21,Yes,Female,Right,From Google,United States,3.2,2,3.3,3,3.4
Caucasian (European),21,Yes,Female,Right,From Google,United States,4.3,3.7,4.2,3.2,3.2
Caucasian (European),21,Yes,Female,Right,From Google,United States,4.1,2.8,3.7,4.2,4.3
Caucasian (European),21,Yes,Female,Right,From Google,United States,2.8,4.3,4.5,4.6,3.4
Caucasian (European),21,Yes,Female,Right,From Google,United States,1.9,3.8,4.5,3.3,4
Caucasian (European),21,Yes,Female,Right,From Google,United States,1.6,3.5,4.9,4.3,4.2
Caucasian (European),21,Yes,Female,Right,From Google,United States,1.9,3.3,4.2,4.1,3
Caucasian (European),21,Yes,Female,Right,From Google,United States,2.4,4.2,4.4,2,4.1
Caucasian (European),21,Yes,Female,Right,From Google,United States,4.8,3.5,2.3,3.5,4.5
Caucasian (European),21,Yes,Female,Right,From Google,United States,2.3,2.9,3.9,3.2,3.5
Caucasian (European),21,Yes,Female,Right,From Google,United States,2.6,2.6,4.9,3.9,3.6
Caucasian (European),21,Yes,Female,Right,From Google,United States,2.6,2.3,3.4,3.7,3.7
Caucasian (European),21,Yes,Female,Right,From Google,United States,2,2.7,4.7,4.3,3.8
Caucasian (European),21,Yes,Female,Right,From Google,United States,3.2,2.8,4.2,2.9,4.2
Caucasian (European),21,Yes,Female,Right,From Google,United States,4.1,3.1,4.2,3.2,4.3
Caucasian (European),21,Yes,Female,Right,From Google,United States,3.2,3.9,3.9,3.5,3.7
Caucasian (European),21,Yes,Female,Right,From Google,United States,4.3,2.4,4.9,4.5,4.4
Caucasian (European),21,Yes,Female,Right,From Google,United States,3.5,2.1,4.1,3.8,4.4
Caucasian (European),21,Yes,Female,Right,From Google,United States,3.1,2.5,4.3,4.5,3.6
Caucasian (European),21,Yes,Female,Right,From Google,United States,4.5,1.6,4.5,2.5,4.2
Caucasian (European),21,Yes,Female,Right,From Google,United States,1.6,3.6,3.4,3.9,4.2
Caucasian (European),21,Yes,Female,Right,From Google,United States,3.7,2.4,4.3,4.7,4.4
Caucasian (European),21,Yes,Female,Right,From Google,United States,1.6,3.8,3.3,4.9,4.5
Caucasian (European),21,Yes,Female,Right,From Google,United States,4.7,1.9,4.7,3.4,4.6
Caucasian (European),21,Yes,Female,Right,From Google,United States,3.6,2.4,4,3.9,4.4
Caucasian (European),21,Yes,Female,Right,From Google,United States,2.4,3.7,4,2.4,4.1
Caucasian (European),21,Yes,Female,Right,From Google,United States,1.9,3.9,4.3,2.9,3.6
Caucasian (European),21,Yes,Female,Right,From Google,United States,4.5,1.3,4.8,3.3,3.8
Caucasian (European),21,Yes,Male,Both,From Google,United States,3.4,4.3,3,3.5,3.8
Caucasian (European),21,Yes,Male,Left,From Google,Canada,3.3,2.2,4.1,3.1,3.8
Caucasian (European),21,Yes,Male,Left,From Google,Canada,1.5,3.4,2.4,2.9,4.8
Caucasian (European),21,No,Male,Right,From Google,Belgium,3.5,2.6,4.8,3.6,3.4
Caucasian (European),21,No,Male,Right,From Google,Spain,1.6,2.2,3.4,3.9,4.3
Caucasian (European),21,No,Male,Right,From Google,Spain,2.3,3.3,3.4,3.5,4.7
Caucasian (European),21,No,Male,Right,From Google,United Kingdom,2.6,3.4,3.2,2.8,3.9
Caucasian (European),21,No,Male,Right,From Google,Greece,2.1,3.9,3.1,2.8,3
Caucasian (European),21,No,Male,Right,From Google,Lithuania,1.9,3.1,3.1,3.5,4.7
Caucasian (European),21,No,Male,Right,From Google,Lithuania,1.8,4.1,3.8,1.7,3.3
Caucasian (European),21,Yes,Male,Right,From Google,Germany,3.2,2.4,3.9,3.3,4.8
Caucasian (European),21,Yes,Male,Right,From Google,United Kingdom,3.1,3.1,4.4,5,3.9
Caucasian (European),21,Yes,Male,Right,From Google,United Kingdom,1.8,3.6,2.6,3.9,3.4
Caucasian (European),21,Yes,Male,Right,From Google,United Kingdom,4.6,2.2,4.9,1.4,4.2
Caucasian (European),21,Yes,Male,Right,From Google,United Kingdom,3,2.6,3.9,2.8,3.3
Caucasian (European),21,Yes,Male,Right,From Google,Ireland,4.4,1.8,4.3,3.4,3.3
Caucasian (European),21,Yes,Male,Right,From Google,Ireland,4.1,2.8,4.5,2.3,4.5
Caucasian (European),21,Yes,Male,Right,From Google,United States,1.9,1.8,3.5,3.3,4.1
Caucasian (European),21,Yes,Male,Right,From Google,United States,4.3,1.9,3.4,2.7,4.9
Caucasian (European),21,Yes,Male,Right,From Google,United States,1.8,2.8,3.9,3.7,4.8
Caucasian (European),21,Yes,Male,Right,From Google,United States,3,3.7,4.7,3.6,4.3
Caucasian (European),21,Yes,Male,Right,From Google,United States,2.9,4.3,4.8,3.1,4
Caucasian (European),21,Yes,Male,Right,From Google,United States,4.6,3.2,3.8,3.3,4.1
Caucasian (European),21,Yes,Male,Right,From Google,United States,1.7,3.2,3.2,4.2,3.8
Caucasian (European),21,Yes,Male,Right,From Google,United States,4.7,2.4,4,3.7,4
Caucasian (European),21,Yes,Male,Right,From Google,United States,2.6,2.6,4.1,3.2,4.9
Caucasian (European),21,Yes,Male,Right,From Google,United States,4,3.6,3.6,3.6,4.8
Caucasian (European),21,Yes,Male,Right,From Google,United States,3.9,2.4,4.2,3.7,4.6
Caucasian (European),21,Yes,Male,Right,From Google,United States,4.2,1.4,3.8,2.2,4.9
Caucasian (European),21,Yes,Male,Right,From Google,United States,4,2.8,4.4,4.5,4.2
Caucasian (European),21,Yes,Male,Right,From Google,United States,2.2,3,3.1,2.2,4.6
Caucasian (European),21,Yes,Male,Right,From Google,United States,1.2,3.6,3.9,2.5,3.9
Caucasian (European),21,Yes,Male,Right,From Google,United States,2.8,2,4.6,3.8,4
Caucasian (European),21,Yes,Male,Right,From Google,United States,3.2,2.3,4.1,3.5,4.2
Caucasian (European),21,Yes,Male,Right,From Google,United States,4.8,2,2.7,2.6,3.8
Caucasian (European),21,Yes,Male,Right,From Google,United States,3.3,3.3,4.2,3.1,4.9
Caucasian (European),21,Yes,Male,Right,From Google,United States,2.8,3.2,4.3,4,4
Caucasian (European),21,Yes,Male,Right,From Google,United States,5,1.2,3,2.2,4.6
Caucasian (European),21,Yes,Other,Both,From another page on the test website,United States,1.5,2,2.1,3.1,3
Caucasian (European),21,No,Other,Right,From another page on the test website,Austria,4.4,3.1,4.5,2.7,4.3
Caucasian (European),21,No,Other,Right,From another page on the test website,Lithuania,3.9,3.3,3.7,4.3,3.3
Caucasian (European),21,No,Female,Left,From another page on the test website,Denmark,2.4,3.3,2.9,2.1,4
Caucasian (European),21,No,Female,Left,From another page on the test website,Lithuania,2.9,4.1,3.3,2.9,4.9
Caucasian (European),21,Yes,Female,Left,From another page on the test website,Australia,2.3,4,4.1,4,3.1
Caucasian (European),21,Yes,Female,Left,From another page on the test website,Australia,2.9,2.5,4.5,3,3.8
Caucasian (European),21,Yes,Female,Left,From another page on the test website,United Kingdom,2.2,4.4,2.8,2.8,2.3
Caucasian (European),21,Yes,Female,Left,From another page on the test website,United Kingdom,4.7,3.5,3.3,3.5,3.9
Caucasian (European),21,Yes,Female,Left,From another page on the test website,United States,2.5,4.1,3.2,4.9,4.6
Caucasian (European),21,Yes,Female,Left,From another page on the test website,United States,2.3,3.6,4.1,4.1,4
Caucasian (European),21,Yes,Female,Left,From another page on the test website,United States,2.3,2.8,4.7,3.1,3.9
Caucasian (European),21,Yes,Female,Left,From another page on the test website,United States,2.6,4.2,4.1,1.7,4.3
Caucasian (European),21,Yes,Female,Left,From another page on the test website,United States,3.1,3.1,4.2,2.6,4.1
Caucasian (European),21,Yes,Female,Left,From another page on the test website,United States,3.6,2.8,4.6,3.6,3.7
Caucasian (European),21,Yes,Female,Left,From another page on the test website,United States,2.5,4,4.5,4,4.2
Caucasian (European),21,No,Female,Right,From another page on the test website,Belgium,3.5,4.6,4.2,3.1,4.9
Caucasian (European),21,No,Female,Right,From another page on the test website,Belgium,3.2,3.6,3.2,3,4.5
Caucasian (European),21,No,Female,Right,From another page on the test website,Brazil,2.6,2.4,2.8,2.5,3.6
Caucasian (European),21,No,Female,Right,From another page on the test website,Chile,2.4,3.6,4.4,2.6,4.5
Caucasian (European),21,No,Female,Right,From another page on the test website,Germany,1.4,2.5,2.6,4.5,5
Caucasian (European),21,No,Female,Right,From another page on the test website,Germany,4,1.9,4.8,3.6,4.2
Caucasian (European),21,No,Female,Right,From another page on the test website,Germany,1.4,4.5,3.1,3.5,3.8
Caucasian (European),21,No,Female,Right,From another page on the test website,Germany,4.5,2.3,3.1,3,3
Caucasian (European),21,No,Female,Right,From another page on the test website,Germany,1.4,3.8,3.8,2.7,3
Caucasian (European),21,No,Female,Right,From another page on the test website,Estonia,4,2,4,2.4,3.9
Caucasian (European),21,No,Female,Right,From another page on the test website,Estonia,2.2,3.8,3.1,2.8,3.4
Caucasian (European),21,No,Female,Right,From another page on the test website,Spain,4.5,3.5,3.6,2.6,4.2
Caucasian (European),21,No,Female,Right,From another page on the test website,Spain,1.7,2.6,3.6,2.7,3.8
Caucasian (European),21,No,Female,Right,From another page on the test website,Spain,3.8,2.4,4.2,3.5,4.6
Caucasian (European),21,No,Female,Right,From another page on the test website,Spain,3.7,3.9,3.9,2.9,4.3
Caucasian (European),21,No,Female,Right,From another page on the test website,Spain,1.9,2.1,4.5,3.5,4.1
Caucasian (European),21,No,Female,Right,From another page on the test website,Finland,2,4,3.9,1.8,3
Caucasian (European),21,No,Female,Right,From another page on the test website,France,1.9,3.4,3.7,3,4
Caucasian (European),21,No,Female,Right,From another page on the test website,France,2.4,4.2,2.9,3.3,4.1
Caucasian (European),21,No,Female,Right,From another page on the test website,France,2.6,2.8,3.8,1.9,4.2
Caucasian (European),21,No,Female,Right,From another page on the test website,United Kingdom,2.7,3.4,3,3.8,3.7
Caucasian (European),21,No,Female,Right,From another page on the test website,Greece,2.1,3.2,3.1,2.7,3.6
Caucasian (European),21,No,Female,Right,From another page on the test website,Greece,2.5,2.6,3.1,3.5,3.7
Caucasian (European),21,No,Female,Right,From another page on the test website,Israel,1.9,3.2,3.8,1.8,5
Caucasian (European),21,No,Female,Right,From another page on the test website,Italy,1.5,4.2,2.8,4,4.8
Caucasian (European),21,No,Female,Right,From another page on the test website,Italy,1.6,4,3.8,3.2,2.7
Caucasian (European),21,No,Female,Right,From another page on the test website,Italy,2.8,4.4,3.5,3.6,4.7
Caucasian (European),21,No,Female,Right,From another page on the test website,Italy,1.7,3.1,4,3.3,4.2
Caucasian (European),21,No,Female,Right,From another page on the test website,Italy,3.6,1.9,4.4,2.7,4.5
Caucasian (European),21,No,Female,Right,From another page on the test website,Italy,2.8,3.3,3.6,2.3,3.5
Caucasian (European),21,No,Female,Right,From another page on the test website,Italy,3.3,3.9,3.4,3.1,3.6
Caucasian (European),21,No,Female,Right,From another page on the test website,Italy,4.3,4.1,3.8,3.7,4.8
Caucasian (European),21,No,Female,Right,From another page on the test website,Lithuania,2.6,3.7,3.1,2.6,3.6
Caucasian (European),21,No,Female,Right,From another page on the test website,Netherlands,2.3,4.1,3.6,2.6,4.5
Caucasian (European),21,No,Female,Right,From another page on the test website,Norway,2.8,3.8,4.1,2.5,4.3
Caucasian (European),21,No,Female,Right,From another page on the test website,Poland,2,3.6,3.4,2.3,3.5
Caucasian (European),21,No,Female,Right,From another page on the test website,Poland,2.5,4.2,3.9,1.9,4.7
Caucasian (European),21,No,Female,Right,From another page on the test website,Portugal,1.3,3.9,3.6,3.3,3.7
Caucasian (European),21,No,Female,Right,From another page on the test website,Portugal,2.8,2.3,3.7,3.4,4.1
Caucasian (European),21,No,Female,Right,From another page on the test website,Romania,1.2,2.6,1.9,3.3,2.9
Caucasian (European),21,No,Female,Right,From another page on the test website,Serbia,4.5,3.3,4.7,3,5
Caucasian (European),21,No,Female,Right,From another page on the test website,Sweden,2.5,4.1,4.1,3.2,3.7
Caucasian (European),21,No,Female,Right,From another page on the test website,Sweden,3,3.5,4.1,3,4.3
Caucasian (European),21,No,Female,Right,From another page on the test website,Turkey,3.6,4.1,4,2.8,3.5
Caucasian (European),21,No,Female,Right,From another page on the test website,United States,4.7,3.9,4.7,2.9,4.5
Caucasian (European),21,Yes,Female,Right,From another page on the test website,Australia,2.5,2.3,4.7,2.8,4.3
Caucasian (European),21,Yes,Female,Right,From another page on the test website,Australia,4,3.3,3.9,3.2,4.1
Caucasian (European),21,Yes,Female,Right,From another page on the test website,Australia,3.3,2.7,4.9,4.8,4.5
Caucasian (European),21,Yes,Female,Right,From another page on the test website,Australia,4.1,3.3,4,3.5,3.8
Caucasian (European),21,Yes,Female,Right,From another page on the test website,Australia,4,3.3,4.8,2.4,4.1
Caucasian (European),21,Yes,Female,Right,From another page on the test website,Australia,2,4.1,3.7,2.7,3.4
Caucasian (European),21,Yes,Female,Right,From another page on the test website,Australia,1.7,2.7,3.8,4,3.5
